coaster_name,Length,Speed,Location,Status,Type,Manufacturer,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,year_introduced,latitude,longitude,Type_Main,Opening Date
Blue Streak (Cedar Point),"2,558 ft (780 m)",40 mph (64 km/h),Cedar Point,Operating,Wood,Philadelphia Toboggan Coasters,,78 ft (24 m),0.0,Chain lift hill,"$200,000",2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,Main Midway,1:45,"1,400 riders per hour",,Frank F. HooverJohn C. Allen,45°,72 ft (22 m),,Fast Lane available,,Out and Back,,,,,,,,,,,,,,,1964,41.4799,-82.6826,Wood,1964-05-23
Jetstream (roller coaster),,,Riverview Park,Removed,Wood,Philadelphia Toboggan Coasters,,,0.0,,,,,,,,John C. Allen,,,,,,,,,1967,,,,,,,,,,,,1964,41.9418,-87.6907,Wood,1964-01-01
Montaña Rusa (La Feria Chapultepec Mágico),"4,000 ft (1,200 m)",,La Feria Chapultepec Mágico,Removed,Wood,National Amusement Devices,,110 ft (34 m),0.0,,,,,,,,"Aurel Vaszin, Edward Leis",,80 ft (24 m),,,,,,,28 September 2019,,,,,,,,,,,,1964,19.4164,-99.1956,Wood,1964-10-22
Giant Coaster (Fuji-Q Highland),"1,432 m (4,698 ft)",80 km/h (50 mph),Fuji-Q Highland,Removed,Steel,Sansei Technologies,,40 m (130 ft),0.0,Chain lift hill,,,,3:20,,,,,,,,,,,,1997,,,,,,,,,,,,1966,35.487,138.78,Steel,1966-01-01
Runaway Mine Train (Six Flags Over Texas),"2,400 ft (730 m)",35[1] mph (56 km/h),Six Flags Over Texas,Operating,Steel,Arrow Development,Mine Train,35 ft (11 m),0.0,Chain,"$1,000,000",,Boomtown,3:10,2010 riders per hour,,,,,,,,,,,,,,,,,,,,,,,1966,32.7585,-97.0685,Steel,1966-07-23
Swamp Fox (roller coaster),"2,400 ft (730 m)",50 mph (80 km/h),Family Kingdom Amusement Park,Operating,Wood,Philadelphia Toboggan Coasters,,75 ft (23 m),0.0,Chain lift hill,,,,,,,John Allen,,65 ft (20 m),,,,Double Out and Back,,,,,,,,,,,,,,,1966,33.6825,-78.8917,Wood,1966-01-01
Cannon Ball (roller coaster),"2,272 ft (693 m)",50 mph (80 km/h),Lake Winnepesaukah,Operating,Wood,Philadelphia Toboggan Coasters,,70 ft (21 m),0.0,Chain lift hill,,2 trains with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,,1:32,,,John C. Allen,45°,70 ft (21 m),,,,Out and back,,,,,,,,Must transfer from wheelchair,,,,,,,1967,,,Wood,1967-01-01
Dahlonega Mine Train,"2,327 ft (709 m)",29 mph (47 km/h),Six Flags Over Georgia,Operating,Steel – Mine Train,Arrow Dynamics,Mine Train,37 ft (11 m),,Three chain lift hills,,5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Peachtree Square,2:51,2200 riders per hour,,,45°,,,,,Terrain,,,,,,,Flash Pass Available,,,,,,,,1967,33.7676,-84.5519,Steel,1967-06-16
Alpine Sleigh Ride,,,Other,Removed,Other,,,,,,,,,,,,,,,,,,,,,1983,,Batman The Escape,,,,,,,,,,1968,,,Other,1968-06-01
Thunderbolt (Kennywood),"3,250 ft (990 m)",55 mph (89 km/h),Kennywood,Operating,Wood,,,70 ft (21 m),0.0,Chain lift hill,,3 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,1:41,,,Andy Vettel (1968)John A. Miller (1924),,90 ft (27 m),,,Pippin,Terrain,,,,,,Official website,,,,,,,,,1968,40.3889,-79.865,Wood,1968-01-01
Cedar Creek Mine Ride,"2,540 ft (770 m)",42 mph (68 km/h),Cedar Point,Operating,Steel – Mine Train,Arrow Development,Mine Train,48 ft (15 m),0.0,Two Chain lift hills,,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Frontier Town,2:50,2400 riders per hour,,Ron Toomer,,,,,,,,,,,,,,,,,,,,,1969,41.4847,-82.6904,Steel,1969-05-24
Mini Mine Train (Six Flags Over Texas),,,"Arlington, Texas, U.S.",Operating,Other,,,,,,,,,,,,,,,,,,,,,,"August 4, 1961",,Official website,,,,,,,,,1969,32.7557,-97.0702,Other,
Serpent (roller coaster),810 ft (250 m),14 mph (23 km/h),Six Flags AstroWorld,Removed,Steel,Arrow Dynamics,Mine Train,20 ft (6.1 m),0.0,Chain lift hill,,,,1:29,500 riders per hour,,,,,,,,,,,"October 30, 2005",,,,,,,,,,,,1969,29.676,-95.407,Steel,1969-01-01
Daidarasaurus,"2,340 m (7,680 ft)",72 km/h (45 mph),Expoland,Removed,Steel – Dueling,Sansei Technologies,,28 m (92 ft),0.0,Two chain lift hills,,,,6:33,,,,,,,,,,,,"December 9, 2007",,,,,,,,,,,,1970,34.8044,135.5359,Steel,1970-01-01
Galaxi,,,Other,In Production,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lap Bar,,,,1970,,,Other,
Jet Star (Casino Pier),"1,765.1 ft (538.0 m)",31.1 mph (50.1 km/h),Casino Pier,Removed,Steel,Anton Schwarzkopf,Jet Star,44.3 ft (13.5 m),,,,,,,,,,,,,,,,,,2000,,Star Jet,,,,,,,,,,1970,39.9426,-74.0692,Steel,1970-01-01
Wildcat (Jolly Roger Amusement Park),,,Other,,Steel,Anton Schwarzkopf,Wildcat/65m,,0.0,Chain lift,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,,,Steel,
Gold Rusher,"2,590 ft (790 m)",35 mph (56 km/h),Six Flags Magic Mountain,Operating,Steel – Mine Train,Arrow Development,Mine Train,70 ft (21 m),0.0,Chain lift hill,"$1,200,000 USD",4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,The Movie District,2:30,1750 riders per hour,3.4,Ron Toomer,3°,35 ft (11 m),,,,Terrain,,,,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,1971,34.424,-118.5985,Steel,1971-05-29
Magic Flyer (roller coaster),350 ft (110 m),10 mph (16 km/h),Other,,Steel – Kiddie,Bradley and Kaye,Little Dipper,10 ft (3.0 m),0.0,Chain lift hill,,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Whistlestop Park,0:30,360 riders per hour,2.1,Chance Rides,1°,,,,,Oval,,,1970,,,,,,,,,,,,1971,,,Steel,
River King Mine Train,"2,500 ft (760 m)",37 mph (60 km/h),Six Flags St. Louis,Operating,Steel – Mine Train,Arrow Dynamics,Mine Train,32 ft (9.8 m),0.0,,,5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Gateway to the West,3:00,1800 riders per hour,,,,41 ft (12 m),,,,,,,,,,,Flash Pass Available,,,,,,,,1971,38.5155,-90.6738,Steel,1971-06-05
Excalibur (Six Flags AstroWorld),"2,637 ft (804 m)",46 mph (74 km/h),Six Flags AstroWorld,Removed,Steel – Mine Train,Arrow Dynamics,Mine Train,88 ft (27 m),0.0,Chain lift hill,,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,2:51,,,,,80 ft (24 m),,,,,,,1998,,,,,,,,,,,,1972,29.675,-95.407,Steel,1972-01-01
Fire in the Hole (Silver Dollar City),"1,380 ft (420 m)",27 mph (43 km/h),Silver Dollar City,Operating,Steel – Enclosed,Herschend Family Entertainment,,,0.0,"Trains are powered, propelling themselves on uphill sections. Trains then freely roll over drops. Tires embedded in the track also move trains through certain sections.",,2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Hugo's Hill Street,3:15,1000 riders per hour,,Herschend Enterprises,,20 ft (6.1 m),,,,,,,,,,,,Must transfer from wheelchair,,,,,,,1972,36.6703,-93.3407,Steel,1972-01-01
Jumbo Jet (Cedar Point),,,Other,,Steel,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,56 ft (17 m),0.0,Electric spiral lift,,,,,,,Werner Stengel,,,,,,,,,,,WildCat,,,,,,,,,,1972,,,Steel,
The Racer (Kings Island),"3,415 ft (1,040.9 m)",53 mph (85.3 km/h),Other,Operating,Wood – Racing,Philadelphia Toboggan Coasters,,88 ft (26.8 m),0.0,Chain,"$1,200,000",4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Coney Mall,2:00,2640 riders per hour,,John C. Allen,45°,82.17 ft (25.0 m),,Fast Lane available,,Out and back,,,,,,,,,,,,,,,1972,39.3437,-84.2647,Wood,1972-04-29
Rock n' Roller Coaster (Opryland),"2,000 ft (610 m)",45 mph (72 km/h),Other,,Steel – Mine Train,Arrow Development,Mine Train,56 ft (17 m),0.0,Chain lift hill,,,,2 min. 30 sec.,,,,,,,,,,,,1997,,,,,,,,,,,,1972,,,Steel,
Scooby-Doo (Kings Island),"1,350 ft (410 m)",35 mph (56 km/h),Kings Island,Operating,Wood,Philadelphia Toboggan Coasters,,38.6 ft (11.8 m),0.0,Chain lift hill,,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Planet Snoopy,1:30,1200 riders per hour,,John C. Allen,,30 ft (9.1 m),,,,Figure Eight,,,,,,,,Must transfer from wheelchair,,,,,,,1972,39.3432,-84.2693,Wood,1972-01-01
Toboggan (Hersheypark),450 ft (140 m),,Hersheypark,Removed,Steel,Chance Rides,Toboggan,45 ft (14 m),,Vertical chain lift hill,,,,,,,Chance Rides,,,,,,Steel,,,1977,,,,,,,,,,,,1972,40.2866,-76.6561,Steel,1972-01-01
Carolina Goldrusher,"2,397 ft (731 m)",30 mph (48 km/h),Carowinds,Operating,Steel,Arrow Dynamics,Mine Train,43 ft (13 m),0.0,Two chain lift hills,,,Carolina Boardwalk,2:17,"2,000 riders per hour",2.4,Ron Toomer,,34 ft (10 m),,Fast Lane available,,,,,,,,,,,,,,,,,1973,,,Steel,1973-03-31
Great American Scream Machine (Six Flags Over Georgia),"3,800 ft (1,200 m)",57 mph (92 km/h),Six Flags Over Georgia,Operating,Wood,Philadelphia Toboggan Coasters,,105 ft (32 m),0.0,Chain Lift,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,2:00,1200 riders per hour,3.7,"Don Rosser, John C. Allen, William Cobb",45°,89 ft (27 m),,,,Out-and-back,,,,,,,Flash Pass Available,,,,,,,,1973,33.7658,-84.5514,Wood,1973-03-31
Schussboomer,"1,509.2 ft (460.0 m)",,Worlds of Fun,Removed,Steel – Wild Mouse,Anton Schwarzkopf,Wildcat - 54m,44.3 ft (13.5 m),0.0,,,10 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,,900 riders per hour,,Werner Stengel,,,,,,,,,1984,,,,,,,,,,,,1973,39.1773,-94.489,Steel,1973-05-26
Big Fury,,,Six Flags Great Adventure,Removed,Steel,Pinfari,Z64,,,,,,Movietown,,,,Pinfari,,,,,,Pinfari,,,1977,,Wild Rider,,,,,,,,,,1974,40.138,-74.441,Steel,1974-01-01
Mini-Comet,,,Hersheypark,Removed,Steel – Kiddie,B.A. Schiff & Associates,Trailer,4.57 m (15.0 ft),0.0,Chain lift hill,,Single train with 5 cars. Riders are arranged 2 across in a single row for a total of 10 riders per train.,,,,,Ben Schiff,,2.44 m (8.0 ft),,,"Carrousel (relocated within park, 1972)",Oval,,,"October 1, 1978",,,,,,,,,,,,1974,40.288,-76.657,Steel,1974-05-10
Runaway Mine Train (Six Flags Great Adventure),,,"Jackson, New Jersey, United States",Operating,Other,,,,,,,,,,,,,,,,,,,,,,"July 1, 1974",,Six Flags Great Adventure,,,,,,,,,1974,40.1377,-74.4405,Other,
Scooby-Doo (Kings Dominion),"1,385 ft (422 m)",35 mph (56 km/h),Kings Dominion,Operating,Wood,Philadelphia Toboggan Coasters,,35 ft (11 m),0.0,,,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Planet Snoopy,1:40,1200 riders per hour,,John C. Allen,,30 ft (9.1 m),,,,,,,,,,,,,,,,,,,1974,37.8405,-77.4422,Wood,1974-01-01
Trailblazer (roller coaster),"1,600 ft (490 m)",35 mph (56 km/h),Hersheypark,Operating,Steel,Arrow Development,Mine train,43 ft (13 m),0.0,Chain lift hill,,,Pioneer Frontier,1:15,1125 riders per hour,,,,,,,,,,,,,,,,,,,,,,,1974,40.2892,-76.6535,Steel,1974-05-14
Corkscrew (Knott's Berry Farm),"1,250 ft (380 m)",46 mph (74 km/h),Other,,Steel,Arrow Development,Corkscrew,72 ft (22 m),2.0,Chain lift hill,,,,1:15,600 riders per hour,,Ron Toomer,,62 ft (19 m),,,,,,,1989,,Boomerang,,,,,,,,,,1975,,,Steel,
Glissade (roller coaster),,,Busch Gardens Williamsburg,Removed,Steel,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,,0.0,Electric Spiral Lift,,,,,,,,,,,,,,,,1985,,,,,,,,,,,,1975,37.235,-76.644,Steel,1975-01-01
Racer 75,"3,368.5 ft (1,026.7 m)",56 mph (90.1 km/h),Other,Operating,Wood – Racing,Philadelphia Toboggan Coasters,,85 ft (25.9 m),0.0,Chain,,4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Candy Apple Grove,2:15,1200 riders per hour,4.2,John C. Allen,50°,81 ft (24.7 m),,,,Out and back,,,,,,,,,,,,,,,1975,37.8371,-77.4449,Wood,1975-05-03
Rockin' Roller,,,Six Flags St. Louis,Removed,Steel,Bradley and Kaye,Junior Coaster,,0.0,Chain lift hill,,3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,,,,,,,,,,,,,2006,,,,,,,,,,,,1975,38.5128,-90.675,Steel,1975-01-01
Scooby-Doo (Carowinds),"1,356 ft (413 m)",36 mph (58 km/h),Carowinds,Operating,Wood,Philadelphia Toboggan Coasters,144a,40 ft (12 m),0.0,Chain Lift,,,Camp Snoopy,1:00,1250 riders per hour,,John C. Allen,,35 ft (11 m),,,,,,,,,,,,,,,,,,,1975,35.101,-80.9394,Wood,1975-01-01
Space Mountain (Magic Kingdom),"3,196 ft (974.1 m)",27 mph (43.5 km/h),Other,Operating,Steel – Dual-tracked – Enclosed,Arrow Development,Special Coaster Systems,90 ft (27.4 m),0.0,,,30 trains with 2 cars. Riders are arranged 1 across in 3 rows for a total of 6 riders per train.,Tomorrowland,2:30,,3.7,WED Enterprises,,26 ft (7.9 m),,,,,,,,,,,,Must transfer from wheelchair,,,,,,,1975,28.4192,-81.5772,Steel,1975-01-15
Wabash Cannonball (roller coaster),"1,250 ft (380 m)",50 mph (80 km/h),Opryland USA,Removed,Steel,Arrow Development,Steel Corkscrew coaster,70 ft (21 m),2.0,Chain lift hill,,,State Fair,1:10,480 riders per hour,,Ron Toomer,,,,,,Custom,,,1997,,,,,,,,,,,,1975,36.2089,-86.6984,Steel,1975-01-01
Alpen Blitz,"1,800 ft (550 m)",10 mph (16 km/h),Six Flags Great Adventure,Removed,Steel,Anton Schwarzkopf,Alpenblitz II,16 ft (4.9 m),,,,,,0:22,,1,Werner Stengel,,2 ft (0.61 m),,,Jumbo Jet,,,,1978,,Haunted Castle,,,,,,,,,,1976,40.1371,-74.4411,Steel,1976-01-01
Corkscrew (Cedar Point),"2,050 ft (620 m)",48 mph (77 km/h),Cedar Point,Operating,Steel,Arrow Development,Custom Looping Coaster,85 ft (26 m),3.0,,"$1,750,000 USD",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Gemini Midway,2:00,"1,800 riders per hour",,Ron Toomer,45°,65 ft (20 m),,Fast Lane available,,Out and back,,,,,,,,,,,,,,,1976,41.4836,-82.6853,Steel,1976-05-15
Demon (roller coaster),"2,130 ft (650 m)",50 mph (80 km/h),Other,,Steel,Arrow Dynamics,Custom Looping Coaster,102 ft (31 m),4.0,Chain lift hill,,3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:45,1300 riders per hour,,,54°,90 ft (27 m),,,,,,,,,,,,Must transfer from wheelchair,,,,,,,1976,,,Steel,
Extremeroller,"1,250 ft (380 m)",50 mph (80 km/h),Worlds of Fun,Removed,Steel,Arrow Dynamics,Corkscrew,70 ft (21 m),2.0,,,,America,1:10,"1,800 riders per hour",,,55°,,,,,,,,1988,,Timber Wolf,,,,,,,,,,1976,39.1728,-94.4892,Steel,1976-01-01
Gulf Coaster,,,Other,,Steel,Allan Herschell Company,Little Dipper,,0.0,,,Single train with 3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,,,,,,,,,,,,,,,,Southern Cross,,,,,,,,,,1976,,,Steel,
High Roller (Valleyfair),"2,982 ft (909 m)",50 mph (80 km/h),Valleyfair,Operating,Wood,Rauenhorst Corporation,wood out-and-back,70 ft (21 m),0.0,chain lift hill,,2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,1:45,"1,150 riders per hour",3.2,National Amusement Devices,52°,56 ft (17 m),,Fast Lane available,,Out and Back,,,,,,,,,,,,,,,1976,44.8006,-93.4578,Wood,1976-01-01
Jet Star 2 (Lagoon),"1,913.3 ft (583.2 m)",,Lagoon Amusement Park,Operating,Steel,Anton Schwarzkopf,Jet Star 2,44.3 ft (13.5 m),0.0,,"$500,000",Single train with a single car. Riders are arranged 1 across in 6 rows for a total of 6 riders per train.,North Midway,,,,,,,,,,,,,,,,,,,,,,,,,1976,40.9869,-111.8936,Steel,1976-01-01
Jumbo Jet (Morey's Piers),"2,854 ft (870 m)",50 mph (80 km/h),Morey's Piers,Removed,Steel,Anton Schwarzkopf,Jet Star 3 / Jumbo Jet,56 ft (17 m),0.0,Electric spiral lift,"$400,000",,,2:23,"1,200 riders per hour",,Ing.-Büro Stengel GmbH,,,,,,,,,1987,,Jet Star,,,,,,,,,,1976,38.986,-74.809,Steel,1976-01-01
Lil' Thunder,199 ft (61 m),5 mph (8.0 km/h),Six Flags Great Adventure,Removed,Steel,Molina & Sons,Little Dipper,9 ft (2.7 m),,,,,,0:27,,,,,3 ft (0.91 m),,,,,,,1983,,,,,,,,,,,,1976,40.138,-74.44,Steel,1976-01-01
Mild Thing,,,Valleyfair,Removed,Steel – Junior,Allan Herschell Company,,,,Chain lift hill,,,,,450 riders per hour,,,,,,,,,,,2010,,,,,,,,,,,,1976,44.7996,-93.4575,Steel,1976-01-01
Python (Busch Gardens Tampa Bay),"1,200 ft (370 m)",40 mph (64 km/h),Busch Gardens Tampa Bay,Removed,Steel,Arrow Development,Corkscrew,72 ft (22 m),2.0,Chain lift hill,US$2 million($9.1 million in 2020 dollars[1]),,Congo,1:08,,,Ron Toomer,,,,,,,,,"October 31, 2006",,Jungala,,,,,,,,,,1976,28.039,-82.4251,Steel,1976-07-01
The New Revolution (roller coaster),"3,457 ft (1,054 m)",55 mph (89 km/h),Six Flags Magic Mountain,Operating,Steel,Anton Schwarzkopf,Looping roller coaster,113 ft (34 m),1.0,Chain lift hill,"$2,000,000",2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Baja Ridge,79 seconds,1400 riders per hour,4.9,Werner Stengel,45°,83 ft (25 m),,,,Terrain,,,,,,,,Must transfer from wheelchair,America,,,Flash Pass available,,,1976,34.4228,-118.5964,Steel,1976-05-08
Screamin' Eagle,"3,872 ft (1,180 m)",62 mph (100 km/h),Six Flags St. Louis,Operating,Wood,Philadelphia Toboggan Coasters,,110 ft (34 m),0.0,,"$3,000,000 (1976)",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Illinois,2:30,,,John C. Allen,,92 ft (28 m),,,,Out and back,,,,,,,,,,,,,,,1976,38.5164,-90.6761,Wood,1976-04-10
Texas Cyclone,"3,180 ft (970 m)",,Six Flags AstroWorld,Removed,Wood,Frontier Construction Company,,93 ft (28 m),0.0,Chain lift hill,,6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,2:15,,,"Don Rosser, William Cobb",53°,80 ft (24 m),,,,Cyclone,,,"October 30, 2005",,,,,,,,,,,,1976,29.6767,-95.4097,Wood,1976-06-12
Thunder Road (roller coaster),"3,819 ft (1,164.0 m)",58 mph (93.3 km/h),Other,Removed,Wood – Racing,Philadelphia Toboggan Coasters,,93 ft (28.3 m),0.0,Chain,"$1,600,000",,County Fair,2:10,,3.4,Curtis D. Summers,,88 ft (26.8 m),,,,Out and back,,,"July 26, 2015",,Carolina Harbor,,,,,,,,,,1976,35.1004,-80.9426,Wood,1976-04-03
Whizzer (roller coaster),"3,100 ft (940 m)",42 mph (68 km/h),Other,,Other,Anton Schwarzkopf,Speed Racer / Extended Jumbo Jet,70 ft (21 m),0.0,Trains are powered by a hotrail,,3 trains with 4 cars. Riders are arranged 1 across in 6 rows for a total of 24 riders per train.,Hometown Square,2:00,810 riders per hour,3.0,Werner Stengel,35°,64 ft (20 m),,,,Terrain,,,1988,,Gold Striker,,Flash Pass Available,,,,,,,,1976,,,Other,
Double Loop (Geauga Lake),"1,800 ft (550 m)",36 mph (58 km/h),Geauga Lake,Removed,Steel,Arrow Dynamics,,95 ft (29 m),2.0,Chain,$1.35 million,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:30,525 riders per hour,,,45°,90 ft (27 m),,,,,,,"September 16, 2007",,,,,,,,,,,,1977,41.3528,-81.3774,Steel,1977-01-01
Screamin' Demon,635 ft (194 m),45 mph (72 km/h),Other,,Steel – Shuttle,Arrow Dynamics,Launched Loop,56 ft (17 m),1.0,,,Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Wild Animal Habitat,1:06,,4,,,47 ft (14 m),,,,,,,,,,,,,,,,,,,1977,,,Steel,
Shuttle Loop,,,Other,Discontinued,Other,Anton Schwarzkopf,,,2.0,,,,,,1300 riders per hour,,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,1977,,,Other,
SooperDooperLooper,"2,614 ft (797 m)",45 mph (72 km/h),Hersheypark,Operating,Steel,Anton Schwarzkopf,Looping Speedracer,75 ft (23 m),1.0,Chain lift hill,$3 million,,,1:45,1175 riders per hour,,Werner Stengel,,70 ft (21 m),,,,,,,,,,,,,,,,,,,1977,40.2864,-76.6536,Steel,1977-07-04
Space Mountain (Disneyland),"3,459 ft (1,054 m)",35[2] mph (56 km/h),Disneyland,Operating,Steel – Enclosed,Arrow Development (1977–2003)Dynamic Structures (2005–present)]],,76 ft (23 m),0.0,Chain Lift Hill,,12 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Tomorrowland,3:00 min,"2,057 (11 rockets) 1,741 (10 rockets) 1,440 (9 rockets) riders per hour",,WED Enterprises,,,,,,,,,"April 10, 2003 (original)",,,,,Must transfer from wheelchair,Spaceflight,,,,,,1977,33.811,-117.9174,Steel,1977-05-27
Steeplechase (Blackpool Pleasure Beach),,,Blackpool Pleasure Beach,Operating,Steel – Racing,Arrow Dynamics,,,0.0,,"£813,000",Single car trains. Riders are arranged inline in 2 rows for a total of 2 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,1977,53.7888,-3.0558,Steel,1977-01-01
Arkansas Twister,"3,340 ft (1,020 m)",50 mph (80 km/h),Magic Springs and Crystal Falls,Operating,Wood – Out and back,Michael Black and Associates,,95 ft (29 m),,Chain lift hill,$2.3 million,,,2:00[1],,,Don Rosser / Bill Cobb,45°,92 ft (28 m),,,,Out and back,,,,,,,,,,,,,,,1978,34.5213,-93.0143,Wood,1978-01-01
Colossus (Six Flags Magic Mountain),"4,990 ft (1,520 m)",57 mph (92 km/h),Six Flags Magic Mountain,Operating,Steel,Rocky Mountain Construction,I-Box – Custom,121 ft (37 m),2.0,Chain lift hill,,4 (3 max. in use) trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Screampunk District,3:40,,,Alan Schilke,80°,128 ft (39 m),,,Colossus,Möbius Loop with one station,,,,,,,,Must transfer from wheelchair,,,,,,,1978,34.4278,-118.5975,Steel,2015-05-23
Gemini (roller coaster),"3,935 ft (1,199.4 m)",60 mph (96.6 km/h),Other,Operating,Steel – Dueling – Racing,Arrow Dynamics,Special Coaster Systems,125 ft (38.1 m),0.0,Chain,"$3,400,000",4 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Gemini Midway,2:40,"3,300 riders per hour",,Ron Toomer,55°,118 ft (36.0 m),,Fast Lane available,,,,,,,,,,,,,,,,,1978,41.4863,-82.6897,Steel,1978-06-17
Greezed Lightnin' (Six Flags Astroworld),,,Other,Discontinued,Other,Anton Schwarzkopf,,,2.0,,,,,,1300 riders per hour,,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,1978,,,Other,
Lightnin' Loops,635 ft (194 m),45 mph (72 km/h),Other,,Steel – Launched – Shuttle,Arrow Development,,56 ft (17 m),1.0,,,,,1:06,,4,,,47 ft (14 m),,,,Interlocking Shuttle Loop,,,,,,,,,,,,,,,1978,40.1358,-74.4437,Steel,
Loch Ness Monster (roller coaster),"3,240 ft (990 m)",60 mph (97 km/h),Busch Gardens Williamsburg,Operating,Steel,Arrow Development,Custom Looping Coaster,130 ft (40 m),2.0,Two chain lift hills,"$5,000,000[1]",,Scotland,2:10,800 riders per hour,3.5,Ron Toomer,55°,114 ft (35 m),,,,Terrain,,,,,,,,,,,,,,,1978,37.2343,-76.646,Steel,1978-06-06
Montezooma's Revenge,800 ft (240 m),55 mph (89 km/h),Knott's Berry Farm,Operating,Steel – Launched – Shuttle,Anton Schwarzkopf,Shuttle Loop - Flywheel,148 ft (45 m),2.0,Flywheel launch,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Fiesta Village,0:36,1344 riders per hour,,Werner Stengel,70°,137 ft (42 m),,Fast Lane available,,Shuttle Loop,,,,,,,,,,,,,0 to 55 mph (0 to 89 km/h) in 3 seconds,,1978,33.8456,-117.999,Steel,1978-05-21
